g_ac_id,g_ac,g_block,g_gp,g_district,g_pc,Sl..No..of.PCs,Notified.Area.Council..NAC.,Municipality..M.,Municipal.Corporation..MC.,Outgrowth..OG.,g_match_id
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.19,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,199
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.2,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,200
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.20,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,201
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.3,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,202
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.4,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,203
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.5,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,204
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.6,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,205
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.7,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,206
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.8,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,207
13,13 rajgangpur (st),"rajgangpur (m) including ocl industrial
township(it)",rajagangapur (m) - ward no.9,sundargarh,sundargarh (st),2,NA,"rajgangpur (m) including ocl industrial
township(it)",NA,NA,208
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.1,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,209
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.10,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,210
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.11,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,211
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.2,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,212
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.3,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,213
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.4,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,214
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.5,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,215
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.6,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,216
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.7,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,217
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.8,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,218
63,63 athamallik,athamallik (nac),athmallik (nac) - ward no.9,anugul,sambalpur,3,athamallik (nac),NA,NA,NA,219
19,19 deogarh,deogarh (m),debagarh (m) - ward no.1,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,220
19,19 deogarh,deogarh (m),debagarh (m) - ward no.10,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,221
19,19 deogarh,deogarh (m),debagarh (m) - ward no.11,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,222
19,19 deogarh,deogarh (m),debagarh (m) - ward no.2,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,223
19,19 deogarh,deogarh (m),debagarh (m) - ward no.3,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,224
19,19 deogarh,deogarh (m),debagarh (m) - ward no.4,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,225
19,19 deogarh,deogarh (m),debagarh (m) - ward no.5,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,226
19,19 deogarh,deogarh (m),debagarh (m) - ward no.6,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,227
19,19 deogarh,deogarh (m),debagarh (m) - ward no.7,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,228
19,19 deogarh,deogarh (m),debagarh (m) - ward no.8,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,229
19,19 deogarh,deogarh (m),debagarh (m) - ward no.9,deogarh,sambalpur,3,NA,deogarh (m),NA,NA,230
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.1,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,231
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.10,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,232
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.11,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,233
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.2,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,234
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.3,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,235
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.4,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,236
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.5,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,237
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.6,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,238
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.7,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,239
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.8,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,240
15,15 kuchinda (st),kuchinda (nac),kochinda (nac) - ward no.9,sambalpur,sambalpur,3,kuchinda (nac),NA,NA,NA,241
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.1,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,242
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.10,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,243
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.11,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,244
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.12,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,245
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.13,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,246
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.14,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,247
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.15,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,248
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.16,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,249
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.17,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,250
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.18,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,251
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.19,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,252
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.2,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,253
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.20,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,254
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.21,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,255
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.22,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,256
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.23,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,257
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.24,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,258
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.25,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,259
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.26,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,260
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.27,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,261
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.28,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,262
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 29,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,263
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.3,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,264
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 30,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,265
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 31,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,266
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 32,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,267
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 33,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,268
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 34,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,269
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 35,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,270
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 36,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,271
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 37,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,272
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 38,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,273
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 39,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,274
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.4,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,275
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 40,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,276
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no. 41,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,277
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.5,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,278
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.6,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,279
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.7,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,280
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.8,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,281
17,17 sambalpur,sambalpur (m),sambalpur (m.corp) - ward no.9,sambalpur,sambalpur,3,NA,sambalpur (m),NA,NA,282
17,17 sambalpur,hirakud (nac),hirakud ward no - 1,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,283
17,17 sambalpur,hirakud (nac),hirakud ward no - 2,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,284
17,17 sambalpur,hirakud (nac),hirakud ward no - 3,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,285
17,17 sambalpur,hirakud (nac),hirakud ward no - 4,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,286
17,17 sambalpur,hirakud (nac),hirakud ward no - 5,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,287
17,17 sambalpur,hirakud (nac),hirakud ward no - 6,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,288
17,17 sambalpur,hirakud (nac),hirakud ward no - 7,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,289
17,17 sambalpur,hirakud (nac),hirakud ward no - 8,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,290
17,17 sambalpur,hirakud (nac),hirakud ward no - 9,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,291
17,17 sambalpur,hirakud (nac),hirakud ward no - 10,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,292
17,17 sambalpur,hirakud (nac),hirakud ward no - 11,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,293
17,17 sambalpur,hirakud (nac),hirakud ward no - 12,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,294
17,17 sambalpur,hirakud (nac),hirakud ward no - 13,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,295
17,17 sambalpur,hirakud (nac),hirakud ward no - 14,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,296
17,17 sambalpur,hirakud (nac),hirakud ward no - 15,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,297
17,17 sambalpur,hirakud (nac),hirakud ward no - 16,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,298
17,17 sambalpur,hirakud (nac),hirakud ward no - 17,sambalpur,sambalpur,3,hirakud (nac),NA,NA,NA,299
17,17 sambalpur,burla (nac),burla ward no - 1,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,300
17,17 sambalpur,burla (nac),burla ward no - 2,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,301
17,17 sambalpur,burla (nac),burla ward no - 3,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,302
17,17 sambalpur,burla (nac),burla ward no - 4,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,303
17,17 sambalpur,burla (nac),burla ward no - 5,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,304
17,17 sambalpur,burla (nac),burla ward no - 6,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,305
17,17 sambalpur,burla (nac),burla ward no - 7,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,306
17,17 sambalpur,burla (nac),burla ward no - 8,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,307
17,17 sambalpur,burla (nac),burla ward no - 9,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,308
17,17 sambalpur,burla (nac),burla ward no - 10,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,309
17,17 sambalpur,burla (nac),burla ward no - 11,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,310
17,17 sambalpur,burla (nac),burla ward no - 12,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,311
17,17 sambalpur,burla (nac),burla ward no - 13,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,312
17,17 sambalpur,burla (nac),burla ward no - 14,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,313
17,17 sambalpur,burla (nac),burla ward no - 15,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,314
17,17 sambalpur,burla (nac),amsadha katapali area ward no - 16,sambalpur,sambalpur,3,burla (nac),NA,NA,NA,315
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.1,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,316
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.10,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,317
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.11,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,318
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.12,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,319
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.13,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,320
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.14,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,321
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.15,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,322
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.16,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,323
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.17,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,324
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.18,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,325
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.2,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,326
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.3,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,327
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.4,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,328
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.5,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,329
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.6,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,330
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.7,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,331
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.8,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,332
18,18 rairakhol,rairakhol (nac),redhakhol (nac) - ward no.9,sambalpur,sambalpur,3,rairakhol (nac),NA,NA,NA,333
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.1,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,334
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.10,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,335
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.11,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,336
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.12,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,337
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.13,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,338
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.14,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,339
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.15,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,340
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.16,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,341
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.2,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,342
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.3,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,343
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.4,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,344
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.5,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,345
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.6,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,346
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.7,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,347
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.8,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,348
22,22 anandapur (sc),anandapur (m),anandapur (m) - ward no.9,keonjhar,keonjhar (st),4,NA,anandapur (m),NA,NA,349
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.1,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,350
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.10,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,351
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.11,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,352
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.12,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,353
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.13,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,354
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.14,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,355
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.15,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,356
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.16,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,357
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.17,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,358
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.18,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,359
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.19,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,360
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.2,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,361
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.20,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,362
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.21,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,363
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.3,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,364
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.4,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,365
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.5,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,366
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.6,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,367
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.7,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,368
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.8,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,369
24,24 keonjhar (st),keonjhar (m),kendujhar (m) - ward no.9,keonjhar,keonjhar (st),4,NA,keonjhar (m),NA,NA,370
25,25 champua,joda (m),joda (m) - ward no.1,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,371
25,25 champua,joda (m),joda (m) - ward no.10,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,372
25,25 champua,joda (m),joda (m) - ward no.11,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,373
25,25 champua,joda (m),joda (m) - ward no.12,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,374
25,25 champua,joda (m),joda (m) - ward no.13,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,375
25,25 champua,joda (m),joda (m) - ward no.14,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,376
25,25 champua,joda (m),joda (m) - ward no.2,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,377
25,25 champua,joda (m),joda (m) - ward no.3,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,378
25,25 champua,joda (m),joda (m) - ward no.4,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,379
25,25 champua,joda (m),joda (m) - ward no.5,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,380
25,25 champua,joda (m),joda (m) - ward no.6,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,381
25,25 champua,joda (m),joda (m) - ward no.7,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,382
25,25 champua,joda (m),joda (m) - ward no.8,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,383
25,25 champua,joda (m),joda (m) - ward no.9,keonjhar,keonjhar (st),4,NA,joda (m),NA,NA,384
25,25 champua,barbil (m),barbil (m) - ward no.1,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,385
25,25 champua,barbil (m),barbil (m) - ward no.10,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,386
25,25 champua,barbil (m),barbil (m) - ward no.11,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,387
25,25 champua,barbil (m),barbil (m) - ward no.12,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,388
25,25 champua,barbil (m),barbil (m) - ward no.13,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,389
25,25 champua,barbil (m),barbil (m) - ward no.14,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,390
25,25 champua,barbil (m),barbil (m) - ward no.15,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,391
25,25 champua,barbil (m),barbil (m) - ward no.2,keonjhar,keonjhar (st),4,NA,barbil (m),NA,NA,392
